Ticker,CIK,Title,CEO,Median,Ratio,Median Source,Ratio Source
MA,1141391,Mastercard Inc,1807485.0,120499,155,k price appreciation.* Assumes $100 invested in shares of Mastercard&#8217;s Class A common stock and the reinvestment of dividends.&#32;&#160;32018 Mastercard Proxy | Proxy SummaryCompensationOUR BOARD RECOMMENDS YOU VOTE &#8220;FOR&#8221; OUR &#8220;SAY-ON-PAY&#8221; PROPOSAL Our Core Executive Co,he EU Interchange Fee Regulation.  Refer to Appendix B for Article 8 impacts on worldwide gross dollar volume (&#8220;GDV&#8221;).Our strong performance over the years has resulted in substantial stock price appreciation.* Assumes $100 invested in shares of Mastercard&#8217;s Class A common stock and the reinvestment of dividends.&#32;&#160;32018 Mastercard Proxy | Proxy SummaryCompensationOUR BOARD RECOMMENDS YOU VOTE &#8220;FOR&#8221; OUR &#8220;SAY-ON-PAY&#8221; PROPOSAL Our Core Executive Co
HD,354950,"HOME DEPOT, INC.",1160225.0,21095,552,sp;billion  &nbsp;&#149;&nbsp;Increased net earnings by 8.5% to $8.6&nbsp;billion and diluted earnings per share by 13% to $7.29  &nbsp;&#149;&nbsp;Generated $12.0&nbsp;billion in operating cash flow  &nbsp;&#149;&nbsp;Returned value to shareholders during Fiscal 2017 through $4.2&nbsp;billion in di,"ary&nbsp;28, 2018 (&#147;Fiscal 2017&#148;). Highlights include:  &nbsp;&#149;&nbsp;Increased net sales by 6.7% to $100.9&nbsp;billion  &nbsp;&#149;&nbsp;Increased operating income by 9.3% to $14.7&nbsp;billion  &nbsp;&#149;&nbsp;Increased net earnings by 8.5% to $8.6&nbsp;billion and diluted earnings per share by 13% to $7.29  &nbsp;&#149;&nbsp;Generated $12.0&nbsp;billion in operating cash flow  &nbsp;&#149;&nbsp;Returned value to shareholders during Fiscal 2017 through $4.2&nbsp;billion in di"
CVX,93410,CHEVRON CORP,,,180,"f you are a street name stockholder (i.e., you ownyour shares through a bank, broker, or other holder of record) and do not vote your shares, your bank, broker, or other holder of record can vote your shares at its discretion ONLY on Item&nbsp;2. If you do not give your bank, broker, or otherholder ",";&#8202;Items&nbsp;4&#150;10: Vote on seven stockholder proposals, if properly presented &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Vote AGAINST&nbsp;&nbsp;&nbsp;&nbsp; &nbsp; If you are a street name stockholder (i.e., you ownyour shares through a bank, broker, or other holder of record) and do not vote your shares, your bank, broker, or other holder of record can vote your shares at its discretion ONLY on Item&nbsp;2. If you do not give your bank, broker, or otherholder "
PFE,78003,PFIZER INC,2765386.0,89206,313,"ers it serves, this business consists of a broad portfolioof more than 600 products with global reach in 125-plus countries. Pfizer Essential Health is focused on growing its core SterileInjectables, Biosimilars and Global Brands portfolios, including its industry leading anti-infective portfolio, t","nnovative Health, effective January 1,2018(Formerly: Group President, Pfizer Essential Health)&nbsp;RESPONSIBLE FOR: PfizerEssential Health: guided by a steadfast commitment to the patients and customers it serves, this business consists of a broad portfolioof more than 600 products with global reach in 125-plus countries. Pfizer Essential Health is focused on growing its core SterileInjectables, Biosimilars and Global Brands portfolios, including its industry leading anti-infective portfolio, t"
ABBV,1551152,AbbVie Inc.,2202858.0,157347,144,,
MRK,310158,"Merck & Co., Inc.",1725633.0,82173,215,"the nominationof directors and other corporate governance matters will be referred to the Chair of the Governance Committee. Comments or questionsregarding executive compensation will be referred to the Chair of the C&amp;B Committee.&nbsp;In addition, the Audit Committee has establishedprocedures f","ard    or to the business of the Company;    &#9632;    resumes or other job-related inquiries; and    &#9632;    mass mailings, solicitations and advertisements.&nbsp;Comments or questions regarding the nominationof directors and other corporate governance matters will be referred to the Chair of the Governance Committee. Comments or questionsregarding executive compensation will be referred to the Chair of the C&amp;B Committee.&nbsp;In addition, the Audit Committee has establishedprocedures f"
KO,21344,COCA COLA CO,1088176.0,47312,230,"st engagement program throughout the year, listening to shareowners and considering these viewpoints as we make decisions in the boardroom. As always, thank you for the confidence that you have placed in us.March 8, 2018        &nbsp;        &nbsp;        &nbsp;        &nbsp;        &nbsp;        &n","mpany, we remain fully accountable to you, the shareowners. Ultimately, we believe that accountability to shareowners is integral to our success.In that spirit, for many years we have conducted a robust engagement program throughout the year, listening to shareowners and considering these viewpoints as we make decisions in the boardroom. As always, thank you for the confidence that you have placed in us.March 8, 2018        &nbsp;        &nbsp;        &nbsp;        &nbsp;        &nbsp;        &n"
BAC,70858,BANK OF AMERICA CORP /DE/,2177875.0,87115,250,"Deutsche&nbsp;Bank AG&nbsp;2013&nbsp;Yes&nbsp;None&nbsp; Audit Compensation&nbsp;and&nbsp;Benefits Arnold W. Donald, 63&nbsp;&nbsp; President and CEO, Carnival Corporation and Carnival&nbsp;plc &nbsp;&nbsp;2013&nbsp;Yes&nbsp;2&nbsp; Audit Compensation&nbsp;and&nbsp;Benefits Linda P. Hudson, 67&nbsp;","n &nbsp;&nbsp;2006&nbsp;Yes&nbsp;None&nbsp; Corporate Governance &nbsp;Enterprise Risk (C) Pierre J. P. de Weck, 67&nbsp;&nbsp; Former Chairman and Global Head of PrivateWealth&nbsp;Management, &nbsp;Deutsche&nbsp;Bank AG&nbsp;2013&nbsp;Yes&nbsp;None&nbsp; Audit Compensation&nbsp;and&nbsp;Benefits Arnold W. Donald, 63&nbsp;&nbsp; President and CEO, Carnival Corporation and Carnival&nbsp;plc &nbsp;&nbsp;2013&nbsp;Yes&nbsp;2&nbsp; Audit Compensation&nbsp;and&nbsp;Benefits Linda P. Hudson, 67&nbsp;"
PEP,77476,PEPSICO INC,3107065.0,47801,650,"18 PROXY STATEMENT      Table of ContentsPROXY STATEMENT SUMMARY&nbsp;   Proxy Statement Summary   We provide below highlights of certain information in this Proxy Statement. As this is only a summary, please refer to the complete Proxy Statement and 2017 Annual Report before youvote.      Proposal ","only as of the date they are made. PepsiCo undertakes no obligation to update any forward-looking statements, whether as a result of new information, future events or otherwise.   4 |&nbsp; PEPSICO 2018 PROXY STATEMENT      Table of ContentsPROXY STATEMENT SUMMARY&nbsp;   Proxy Statement Summary   We provide below highlights of certain information in this Proxy Statement. As this is only a summary, please refer to the complete Proxy Statement and 2017 Annual Report before youvote.      Proposal "
ORCL,1341439,ORACLE CORP,10786440.0,89887,1205,sals  &nbsp;&nbsp; Against&nbsp;&nbsp;&nbsp;58 &nbsp; Corporate Governance Highlights  &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;Pledging policy adopted in January 2018 &nbsp;&nbsp;&nbsp;&nbsp;Stockholder proxy access right adopted in June 2016 &nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ongoing Board ref,election of Ernst&nbsp;&amp; Young LLP as our independent registered public accounting firm for fiscal 2019  &nbsp;&nbsp; For &nbsp;&nbsp;&nbsp;55 &nbsp;&nbsp;&nbsp;&#149;&nbsp;&nbsp;Stockholder proposals  &nbsp;&nbsp; Against&nbsp;&nbsp;&nbsp;58 &nbsp; Corporate Governance Highlights  &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;Pledging policy adopted in January 2018 &nbsp;&nbsp;&nbsp;&nbsp;Stockholder proxy access right adopted in June 2016 &nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ongoing Board ref
TMO,97745,THERMO FISHER SCIENTIFIC INC.,2199424.0,68732,324,"titled to be voted at the meeting can only be voted if the stockholder of record of such shares is present at the meeting, returns a signed proxy card, or authorizes proxies to vote his or her shares by telephone or over the Internet. Shares represented by valid proxy will be voted in accordance wit","use it either does not have discretionary voting authority on that matter or it does not exercise its discretionary voting authority on that matter.Manner of Voting&#32;Stockholders of RecordShares entitled to be voted at the meeting can only be voted if the stockholder of record of such shares is present at the meeting, returns a signed proxy card, or authorizes proxies to vote his or her shares by telephone or over the Internet. Shares represented by valid proxy will be voted in accordance wit"
COST,909832,COSTCO WHOLESALE CORP /NEW,737390.0,38810,191,"ill not be included in the total of votes cast and will not affect the outcome of the vote on proposals 1 through 4 and 7 and will have the same effect as a vote &#8220;against&#8221; on proposals 5 and 6.With respect to proposal 1, the election of directors, the three&#32;directors receiving the hi","tain from voting on any or all proposals will be included in the number of shareholders present at the meeting for purposes of determining the presence of a quorum. Abstentions 1and broker non-votes will not be included in the total of votes cast and will not affect the outcome of the vote on proposals 1 through 4 and 7 and will have the same effect as a vote &#8220;against&#8221; on proposals 5 and 6.With respect to proposal 1, the election of directors, the three&#32;directors receiving the hi"
CSCO,858877,"CISCO SYSTEMS, INC.",2124224.0,132764,160, Public AccountingFirm&nbsp;&nbsp;FOR&nbsp;&nbsp;&nbsp;61&nbsp; 5 &#151; Shareholder Proposal&nbsp;&nbsp;AGAINST&nbsp;&nbsp;&nbsp;66&nbsp; 6 &#151; Shareholder Proposal&nbsp;&nbsp;AGAINST&nbsp;&nbsp;&nbsp;68&nbsp; Corporate Governance Highlights Cisco&#146;s Board of Directors is composed of skilled,Purchase Plan&nbsp;&nbsp;FOR&nbsp;&nbsp;&nbsp;19&nbsp; 3 &#151; Advisory Vote to Approve Executive Compensation&nbsp;&nbsp;FOR&nbsp;&nbsp;&nbsp;26&nbsp; 4 &#151; Ratification of Independent Registered Public AccountingFirm&nbsp;&nbsp;FOR&nbsp;&nbsp;&nbsp;61&nbsp; 5 &#151; Shareholder Proposal&nbsp;&nbsp;AGAINST&nbsp;&nbsp;&nbsp;66&nbsp; 6 &#151; Shareholder Proposal&nbsp;&nbsp;AGAINST&nbsp;&nbsp;&nbsp;68&nbsp; Corporate Governance Highlights Cisco&#146;s Board of Directors is composed of skilled
MCD,63908,MCDONALDS CORP,2175270.0,7017,3101,,
DHR,313616,DANAHER CORP /DE/,1422876.0,67756,218,,
ABT,1800,ABBOTT LABORATORIES,1891975.0,75679,251,"cation, admits one person. A shareholder mayrequest two admission cards, but a guest must be accompanied by a shareholder.  Byorder of the Board of Directors. HubertL. Allen SecretaryMarch&nbsp;16,2018  &#8203;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;AbbottLaboratories Table of Contents      PROXY SUMMA","orm on the back cover, and an admission card will besent to you. Due to space limitations, reservation forms must be received before April&nbsp;20, 2018. Each admission card, along with photo identification, admits one person. A shareholder mayrequest two admission cards, but a guest must be accompanied by a shareholder.  Byorder of the Board of Directors. HubertL. Allen SecretaryMarch&nbsp;16,2018  &#8203;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;AbbottLaboratories Table of Contents      PROXY SUMMA"
TMUS,1283699,"T-Mobile US, Inc.",2341038.0,55739,424,,
NKE,320187,"NIKE, Inc.",923335.0,24955,379,,
ACN,1467373,Accenture plc,2211330.0,40206,555,te governance. The Company believes good governance is critical to achieving long-term shareholdervalue. We are committed to governance practices and policies that serve the long-term interests of the Company and its shareholders. The following table summarizes certain highlights of our corporate go,sury Shares &nbsp;&nbsp; &nbsp; 75% of Votes Cast&nbsp;&nbsp; &nbsp;FOR &nbsp;&nbsp; &nbsp; 66&nbsp; CORPORATE GOVERNANCE HIGHLIGHTS Accenture (the &#147;Company&#148;) has a history of strong corporate governance. The Company believes good governance is critical to achieving long-term shareholdervalue. We are committed to governance practices and policies that serve the long-term interests of the Company and its shareholders. The following table summarizes certain highlights of our corporate go
NEE,753308,NEXTERA ENERGY INC,1820325.0,121355,155,,
WFC,72971,WELLS FARGO & COMPANY/MN,,,30,n the overarching framework for our namedexecutives&#146; compensation. Our executive compensation program also continues to be one of the topics that our Chair and members of management discuss with our investors each year as part of our investor engagement program. Additional details onour investo,
BMY,14272,BRISTOL MYERS SQUIBB CO,1764480.0,110280,169,"n Tuesday, May&nbsp;1, 2018, at 10:00&nbsp;a.m. at our offices located in Lawrence Township,New Jersey. I hope that you will be able to attend. Duringthe meeting, we will cover a number of business items, including the election of directors, advisory vote to approve the compensation of our Named Exe","ay revoke your proxy and vote by ballot.      Table of Contents       Dear fellow shareholders:  Youare cordially invited to attend the Annual Meeting of Shareholders of Bristol-Myers Squibb Company on Tuesday, May&nbsp;1, 2018, at 10:00&nbsp;a.m. at our offices located in Lawrence Township,New Jersey. I hope that you will be able to attend. Duringthe meeting, we will cover a number of business items, including the election of directors, advisory vote to approve the compensation of our Named Exe"
CMCSA,1166691,COMCAST CORP,3195270.0,71006,458,,
ADBE,796343,ADOBE INC.,,,,Refer to original file,Refer to original file
TXN,97476,TEXAS INSTRUMENTS INC,1657971.0,78951,210,;of&nbsp;Abstentions&nbsp;or&nbsp;Broker&nbsp;Non-Votes&nbsp;&nbsp;Election of directors.&nbsp;Majority&nbsp;of&nbsp;votes&nbsp;present in person or by proxy at the meeting and entitled to be cast in the election with respect to a&nbsp;nominee must be cast for that nominee.&nbsp;&nbsp;Abstentions ha," proxy statement), and the vote required for election or approval, as the case may be.  &nbsp;&nbsp;&nbsp;&nbsp;Matter&nbsp;Required&nbsp;Vote&nbsp;for&nbsp;Election or Approval&nbsp;&nbsp;Impact&nbsp;of&nbsp;Abstentions&nbsp;or&nbsp;Broker&nbsp;Non-Votes&nbsp;&nbsp;Election of directors.&nbsp;Majority&nbsp;of&nbsp;votes&nbsp;present in person or by proxy at the meeting and entitled to be cast in the election with respect to a&nbsp;nominee must be cast for that nominee.&nbsp;&nbsp;Abstentions ha"
PM,1413329,Philip Morris International Inc.,613440.0,19170,325," pricing environment in Russia, severe volume contraction in Saudi Arabia following a disruptive excise tax increase that doubled retail prices, as well as additional investments behind IQOS. Favorable pricing and judicious costmanagement in our combustible business also played an important role.  A"," achieved since our spin-off in 2008, reflecting a landmark year for our RRP, IQOS. We fell marginally short of ambitious adjusted OCI and adjusted diluted EPS growth targets, reflecting anunfavorable pricing environment in Russia, severe volume contraction in Saudi Arabia following a disruptive excise tax increase that doubled retail prices, as well as additional investments behind IQOS. Favorable pricing and judicious costmanagement in our combustible business also played an important role.  A"
MS,895421,MORGAN STANLEY,,,,Refer to original file,Refer to original file
VZ,732712,VERIZON COMMUNICATIONS INC,1772722.0,126623,142,,
UPS,1090727,UNITED PARCEL SERVICE INC,1442961.0,53443,274,"are considerations of all our stakeholders, including shareowners, employees, customers, and thecommunities in which we operate. We recognize that our long-term success depends on customers and communities growing along withus.&nbsp;The growth investments we are making today willensure we can contin","iency and capacity to our global network.Our objective is to create a highly efficient and reliable, interconnected structure we call the Smart Global Logistics Network.Incorporated into our strategy are considerations of all our stakeholders, including shareowners, employees, customers, and thecommunities in which we operate. We recognize that our long-term success depends on customers and communities growing along withus.&nbsp;The growth investments we are making today willensure we can contin"
TSLA,1318605,"Tesla, Inc.",49334.4,54816,0.91,"n incentive to our named executive officers to remain in our employ during the scheduled vesting period or until the achievement of the applicable performance milestones, which are expected to be achieved over the medium- to long-term. To date, we have not had an established set of criteria for gran","th incentives linked to long-term performance and create an ownership culture. In addition, the vesting features of our equity awards contributes to executive retention because this feature provides an incentive to our named executive officers to remain in our employ during the scheduled vesting period or until the achievement of the applicable performance milestones, which are expected to be achieved over the medium- to long-term. To date, we have not had an established set of criteria for gran"
AMGN,318154,AMGEN INC,1595160.0,132930,127,(page 27)&nbsp;&nbsp;&nbsp; FOR&nbsp; &nbsp; &nbsp;&nbsp;Item 3:&nbsp;&nbsp; Ratification of Selection of Independent Registered Public Accountants (page&nbsp;86)&nbsp;&nbsp;&nbsp; FOR&nbsp; &nbsp; &nbsp;&nbsp;Item4: &nbsp;&nbsp; &nbsp; Stockholder ProposalFor An Annual Report on the Extent To Which,Nominees to the Board of Directors (page 7)&nbsp;&nbsp;&nbsp; FOR&nbsp;each&nbsp;Director&nbsp;Nominee&nbsp; &nbsp; &nbsp;&nbsp;Item 2:&nbsp;&nbsp; Advisory Vote to Approve Our Executive Compensation (page 27)&nbsp;&nbsp;&nbsp; FOR&nbsp; &nbsp; &nbsp;&nbsp;Item 3:&nbsp;&nbsp; Ratification of Selection of Independent Registered Public Accountants (page&nbsp;86)&nbsp;&nbsp;&nbsp; FOR&nbsp; &nbsp; &nbsp;&nbsp;Item4: &nbsp;&nbsp; &nbsp; Stockholder ProposalFor An Annual Report on the Extent To Which
SCHW,316709,SCHWAB CHARLES CORP,1374128.0,98152,146,"08&nbsp;&nbsp;President and Chief Executive Officer, The Charles Schwab Corporation&nbsp;Financial&nbsp;servicesexpertise andleadershipexperience&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Joan T. Dea&nbsp;&nbsp;54&nbsp;&nbsp;&nbsp;2017&nbsp;&nbsp;Founder and Managing Di"," in the proxy statement.  &nbsp;Name&nbsp;Age&nbsp;&nbsp;DirectorSince&nbsp;&nbsp;Occupation&nbsp;Skills&nbsp;Independent&nbsp;&nbsp;Committees Walter W. Bettinger II&nbsp;&nbsp;57&nbsp;&nbsp;&nbsp;2008&nbsp;&nbsp;President and Chief Executive Officer, The Charles Schwab Corporation&nbsp;Financial&nbsp;servicesexpertise andleadershipexperience&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Joan T. Dea&nbsp;&nbsp;54&nbsp;&nbsp;&nbsp;2017&nbsp;&nbsp;Founder and Managing Di"
RTX,101829,RAYTHEON TECHNOLOGIES CORP,1665959.0,72433,235,"roximate number of employees fromeach entity that were excluded from the calculation are: EcoEnergy (253), EMS Security Group (2), Sensitech Japan (7), Grubbauer(5), Melco (165), Mura (14), CY.EL.ES Portofolio (5), Formet-Lift (6), A2M (23), Zaxarias Agrinio (2), Ring Hing Engineering ServicesCo Ltd","(7), Slovak Republic (107), Slovenia (31), Thailand (761) and Ukraine (488).    &nbsp;    &nbsp;    (3)    In accordance with the SEC&rsquo;s rules, the following entities acquired in 2017 and the approximate number of employees fromeach entity that were excluded from the calculation are: EcoEnergy (253), EMS Security Group (2), Sensitech Japan (7), Grubbauer(5), Melco (165), Mura (14), CY.EL.ES Portofolio (5), Formet-Lift (6), A2M (23), Zaxarias Agrinio (2), Ring Hing Engineering ServicesCo Ltd"
COP,1163165,CONOCOPHILLIPS,2066259.0,158943,138,hillips is committed to engaging in constructive and meaningful conversations with stockholders and to building and managing long-term relationships based on mutual trust and respect. The Board values the input and insights of our stockholders and believes that consistent and effective Board-stockho,tor upon request.      	16      	ConocoPhillips      	2018 PROXY STATEMENT      	Corporate Governance Matters &#8212;      	Communications with the Board of DirectorsTable of ContentsEngagementConocoPhillips is committed to engaging in constructive and meaningful conversations with stockholders and to building and managing long-term relationships based on mutual trust and respect. The Board values the input and insights of our stockholders and believes that consistent and effective Board-stockho
HON,773840,HONEYWELL INTERNATIONAL INC,1659768.0,50296,333, high-growth businesses with strong operational and technology synergies    &nbsp;    &bull;    Spun businesses will be better positioned to maximize shareowner value through focused strategic decision-making and tailored    capital allocation&nbsp;    CAPITAL DEPLOYMENT&nbsp;Executed Balanced Capit,"of the annual total compensation of our employees and the annual total compensation of Mr. Darius Adamczyk, President and ChiefExecutive Officer (the &ldquo;CEO&rdquo;):&nbsp;For 2017, our last completed fiscal year:&nbsp;    &bull;    the annual total compensation of the employee identified at median of our company (other than our CEO), was $50,296; and     &nbsp;    &nbsp;    &bull;    the annual total compensation of the CEO for purposes of determining the CEO Pay Ratio was $16,753,438.&nbsp;"
LOW,60667,LOWES COMPANIES INC,1099630.0,23905,469,,
UNP,100885,UNION PACIFIC CORP,1327904.0,82994,166,"he third consecutive year &#10004;Total shareholder return was 32% for 2017, compared with 22% for the S&amp;P 500* See Item 7 of Union Pacific&#146;s Annual Report on Form 10-K for the year ended December 31, 2017, for reconciliations to U.S. GAAP  Governance HighlightsThe Company&#8217;s commitmen","al injury rate per 200,000 employee-hours was 0.79, our second lowest, increasing slightly from last year&#8217;s best-ever result of 0.75, making us the safest Class I railroad in North America for the third consecutive year &#10004;Total shareholder return was 32% for 2017, compared with 22% for the S&amp;P 500* See Item 7 of Union Pacific&#146;s Annual Report on Form 10-K for the year ended December 31, 2017, for reconciliations to U.S. GAAP  Governance HighlightsThe Company&#8217;s commitmen"
LMT,936468,LOCKHEED MARTIN CORP,2218158.0,123231,186,mmary   &nbsp;      Proposal4      Advisory Vote on the Compensation of the Named Executive Officers (Say-on-Pay)      &nbsp;The Board recommends a vote FOR our Say-on-Pay proposal.   &#9679;Independent oversight by Management Development and Compensation Committee with the assistance of an independ,bsp;   &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;                  &nbsp;      2018 Proxy Statement&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;             &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 Table of ContentsProxy Summary   &nbsp;      Proposal4      Advisory Vote on the Compensation of the Named Executive Officers (Say-on-Pay)      &nbsp;The Board recommends a vote FOR our Say-on-Pay proposal.   &#9679;Independent oversight by Management Development and Compensation Committee with the assistance of an independ
DE,315189,DEERE & CO,,,,Refer to original file,Refer to original file
T,732717,AT&T INC.,2823732.0,78437,366,";T Inc.; or (b) if the Company creates a higher-level position (e.g., Vice Chairman or Chief Operating Officer of AT&amp;T Inc.) and they are not placed in that role or an equivalent role. John Stankey  Followingthe acquisition of DIRECTV, AT&amp;T entered into an agreement with Mr.&nbsp;Stankey, wh",
NFLX,1065280,NETFLIX INC,2382952.0,183304,133,,
