Ticker,CIK,Title,CEO,Median,Ratio,Median Source,Ratio Source
CSCO,858877,"CISCO SYSTEMS, INC.",2566674.0,142593,181,"s. As determined in accordance with SEC rules, the fiscal 2019 annual total compensation was $25,829,833 for our CEO as reportedin the Summary Compensation Table and $142,593 for our median employee, ","s, the fiscal 2019 annual total compensation was $25,829,833 for our CEO as reportedin the Summary Compensation Table and $142,593 for our median employee, and the ratio of these amounts is 181 to 1. "
MCD,63908,MCDONALDS CORP,1584276.0,7473,2124,"nged in a manner that would significantly affect our pay ratio disclosure. Our median employee for 2018 (a part time restaurant crew employee located inHungary) had 2018 total compensation of $7,473. ","ong-term, our CEO&#8217;s 2018 total compensationwas $15,876,116, resulting in a ratio of 2,124: 1.M"
DHR,313616,DANAHER CORP /DE/,1468500.0,73425,209,"l total compensation of the median of all Danaher employees (other than Mr.&nbsp;Joyce) was $73,425;","nbsp;Joyce) was $73,425; and &nbsp;&#149;&nbsp; the ratio of the annual total compensation of Mr.&nbsp;Joyce to the annual total compensation of the median of all otherCompany employees was 209 to 1. "
ABT,1800,ABBOTT LABORATORIES,2417070.0,80569,301,"n for the median employee and CEO. Theannual total compensation of our median employee was $80,569, ","EO. Theannual total compensation of our median employee was $80,569, resulting in a ratio of 301:1. "
TMUS,1283699,"T-Mobile US, Inc.",6621483.0,59653,1116,"compensation of Mr.&nbsp;Legere, our Chief Executive Officer.We have calculated the median of our employees&#146; 2018 total annual compensation (excluding our Chief Executive Officer) to be $59,653. ",". As a result, the estimated ratio of the total compensation of Mr.&nbsp;Legere to the median of the annual total compensation ofour employees (other than the Chief Executive Officer) was 1,116 to 1. "
LIN,1707925,LINDE PLC,6577362.0,40601,1629,"at the Pay Ratio.&nbsp;&nbsp;The median employee&#8217;s 2018 annual total compensation was $40,601 ","&#8217;s 2018 annual total compensation was $66,149,326 resulting in a ratio of the CEO&#8217;s annual total compensation to the median employee&#8217;s annual total compensation for 2018 of 1,629:1.A"
NKE,320187,"NIKE, Inc.",1396230.0,25386,550,"loyee in the United States; &#8226;The annual total compensation of the median employee was $25,386;","n of our CEO, Mr. Parker, was $13,968,022; and &#8226;The estimated ratio of the annual total compensation of our CEO to the median annual total compensation of all other NIKE employees was 550 to 1.T"
ACN,1467373,Accenture plc,1464848.0,50512,298,"ed median employee was located in India, with annual total compensation for fiscal 2019 of $50,512. ","o the annual total compensation ofMr.&nbsp;Rowland of $15,031,875, our pay ratio was 298:1. Without the cost-of-living adjustment, the previously identified median employee was also located in India,w"
NEE,753308,NEXTERA ENERGY INC,2131205.0,125365,170,"annual compensation was 170to 1. The median employee&#146;s annual total compensation was $125,365. ","2018, NextEra Energy&#146;s last completed fiscal year, the ratio of the total compensation of Mr.&nbsp;Robo, the PEO, to NextEra Energy&#146;s median employee&#146;s annual compensation was 170to 1. "
WFC,72971,WELLS FARGO & COMPANY/MN,1825348.0,65191,283,"of these eight team members, resulting in an estimated median annual total compensation of $65,191. ", this proxy statement. &nbsp;We estimate that our CEO&#146;s annual total compensation was 283 times
BMY,14272,BRISTOL MYERS SQUIBB CO,1906958.0,112174,173,"tly applied for all employees. We estimate that the median employee's 2018total compensation, as determined in the same manner as ""Total Compensation"" in The Summary Compensation Table, was $112,174. ","379,755, which was173:1 times that of the median of the annual total compensation of all employees. "
CMCSA,1166691,COMCAST CORP,3452610.0,82205,426,"w ($35,041,029), by $82,205, which represents the annual total compensation of our median employee. ","ve putting into context how our median employee was identified highlights why that employee&#146;scompensation and the resulting pay ratio, and year-over-year changes thereto, should not be compared on an &#147;apples-to-apples&#148; basis. We have estimated that our pay ratio for 2018 is 426 to 1, "
ADBE,796343,ADOBE INC.,,142192,," was $28,397,528 and the annual total compensation of our median compensated employee was $142,192, ",
TXN,97476,TEXAS INSTRUMENTS INC,1762005.0,83905,210,"nbsp;&nbsp;&nbsp;2019&nbsp;PROXY&nbsp;STATEMENT&nbsp;43Table of Contents Pay ratio For 2018, the median of annual total compensation of all employees of our company (other than our CEO), was $83,905. ","of our CEO was$17,596,997. Based on this information, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was approximately 210 to 1. "
PM,1413329,Philip Morris International Inc.,566700.0,18890,308,"djustment, our median employee&#146;s total 2018 compensation wouldhave been approximately $18,890. ","djusted compensation to the total compensation of our CEO in 2018, our adjusted pay ratio is 308:1.("
MS,895421,MORGAN STANLEY,2709476.0,142604,198,"omparable to the ratio reported by the Company.  For 2018, our last completed fiscal year, the median of the annual totalcompensation of all employees of the Company (other than the CEO) was $142,604 ","8,168,639. Based on this information, for 2018,the ratio of the annual total compensation of the CEO to the median of the annual total compensation of all other employees of the Company was 198 to 1. "
VZ,732712,VERIZON COMMUNICATIONS INC,2292255.0,120645,198,";Vestberg, who was appointed CEO of Verizon on August&nbsp;1, 2018 was $23,821,477, the medianof the 2018 annual total compensation of all of our employees (excluding Mr.&nbsp;Vestberg) was $120,645, ","n August&nbsp;1, 2018 was $23,821,477, the medianof the 2018 annual total compensation of all of our employees (excluding Mr.&nbsp;Vestberg) was $120,645, and the ratio of these amounts was 198 to 1. "
UPS,1090727,UNITED PARCEL SERVICE INC,1496259.0,55417,272,"f our median employee.The annual total compensation of the median compensated employee, was $55,417;","CEO&#8217;s annual total compensation was $15,072,127, and the ratio of these amounts was 272-to-1.I"
TSLA,1318605,"Tesla, Inc.",56163.0,56163,1.00,"12;Summary Compensation Table,&#8221; was $2,284,044,884, and the median 2018 annual total compensation of all other employees, as determined pursuant to the methodology set forth below, was $56,163. "," Compensation&#8212;Realized Compensation&#8221; above, such ratio was 1.00:1.Our methodology for identifying the median of the 2018 annual total compensation for each of our employees other than Mr. "
AMGN,318154,AMGEN INC,1839250.0,131375,141,"e then determined the annual total compensation of our median employee for 2018 which was $131,375. ",e ratio of the annual total compensation of our CEO to that of the median staff member was 141to 1. 
SCHW,316709,SCHWAB CHARLES CORP,1564215.0,104281,150,"f the median employee, calculated in accordance with Summary Compensation Table rules, was $104,281;"," in the Summary Compensation Table, was $15,627,607; and &nbsp;&#183;&nbsp; the ratio of the annual total compensation of the CEO to the annual total compensation of the median employee was 150 to 1. "
RTX,101829,RAYTHEON TECHNOLOGIES CORP,1794975.0,71799,257,"ch as company contributions to healthcare and retirement plans.   ResultsThe 2018 total annual compensation value for Mr. Hayes was $18,418,315 and for UTC&#8217;s global median employee was $71,799, ","healthcare and retirement plans.   ResultsThe 2018 total annual compensation value for Mr. Hayes was $18,418,315 and for UTC&#8217;s global median employee was $71,799, resulting in a ratio of 257:1.W"
COP,1163165,CONOCOPHILLIPS,2293438.0,163817,143,"r than the CEO, as represented by the annual total compensation of a median employee, was $163,817. ",l as the ratio of total compensation paid to the median employee as compared to the total compensation paid to the CEO. The paragraphs that follow describe our methodology and the resulting CEO pay ratio.The ratio of pay of the CEO compared to that of the median employee was approximately 143 to one
HON,773840,HONEYWELL INTERNATIONAL INC,1868972.0,66749,288,"l compensation of the employee identified at median of our company (other than our CEO) was $66,749;","d on this information, for 2018, the ratio of the annual total compensation of Mr.&nbsp;Adamczyk, our CEO, to the median of the annual totalcompensation of all employees was estimated to be 288 to 1. "
LOW,60667,LOWES COMPANIES INC,1031445.0,22921,459,"tio disclosure, was $10,525,890. The totalcompensation for 2018 for our median employee was $22,921 ","atio disclosure, was $10,525,890. The totalcompensation for 2018 for our median employee was $22,921 (calculated in accordance with the SEC rules), resulting in a pay ratio of approximately 459 to 1. "
UNP,100885,UNION PACIFIC CORP,1358334.0,79902,174," Disclosure                             Pay Ratio          Disclosure      The median 2018        annual total compensation of all our employees who were employed as of December 31, 2018 was $79,902. ","December 31, 2018 was $79,902. The 2018 annual total compensation of Lance M. Fritz, our Chief Executive Officer (CEO), was $13,886,920. The resulting CEO pay ratio of these        amounts was 174:1. "
LMT,936468,LOCKHEED MARTIN CORP,2138013.0,112527,191,"scal year 2018 was $21,516,613. The total annual compensation for the median employee was $112,527, ","ion of its CEO, and the ratio of the CEO compensation to the employee median compensation. The ratio of CEO pay to the pay of the Corporation&#8217;s median employee for fiscal year 2018 is 191 to one"
DE,315189,DEERE & CO,1825992.0,76083,243,"o the Summary Compensation Table. The annual total compensation of our median employee was $76,083. ","ry Compensation Table was $18,525,667. Calculated in this manner, the ratio of the CEO&#8217;s total compensation to our median employee&#8217;s total compensation for fiscal 2018 was about 243 to 1. "
T,732717,AT&T INC.,2874420.0,95814,304,"ber of Employees&nbsp;&nbsp; &nbsp; 222,736 The total compensation of our median employee, $95,814, ","are benefits. The total compensation of the CEO Randall L. Stephenson was $29,118,118, which includes the value ofMr.&nbsp;Stephenson&#146;s health benefits. The final pay ratio calculation is 304:1. "
NFLX,1065280,NETFLIX INC,3439695.0,202335,178,"l compensation as determined under Item 402 of Regulation S-K for our median employee was $202,335. ","ee was $202,335. Based on theforegoing, our estimate of the ratio of our CEO&#146;s annual total compensation to our median employee&#146;s annual total compensation for fiscal year 2018 is 178 to 1. "
QCOM,804328,QUALCOMM INC/DE,1968616.0,85592,233,"t, was&#32;$19,975,472;&#32;&#8226;the annual total compensation of our median employee was $85,592;","l total compensation of our median employee was $85,592; and&#8226;the resulting ratio was 233 : 1.O"
CRM,1108524,"Salesforce, Inc.",2735190.0,151955,187," RATIO &nbsp; The fiscal 2019 total compensation of the median employee, based on the compensation of all employees who were employed asof November&nbsp;1, 2018, other than our Co-CEOs, was $151,955. ","he compensation of all employees who were employed asof November&nbsp;1, 2018, other than our Co-CEOs, was $151,955. Mr.&nbsp;Benioff&#146;s fiscal 2019 annual total compensation was $28,391,846 and Mr.&nbsp;Block&#146;s fiscal 2019 annual total compensation was$16,961,156. The ratio of these amounts (our &#147;Pay Ratios&#148;) in fiscal 2019 for Mr.&nbsp;Benioff and Mr.&nbsp;Block were 1-to-187 "
CVS,64803,CVS HEALTH Corp,,,618,, ratio of Mr. Merlo&#146;s annual compensation to that of our median employee for 2018 is 618-to-1.G
CAT,18230,CATERPILLAR INC,2718168.0,73464,371,"median annual total compensation of all Caterpillar employees, other than Mr. Umpleby, was $73,464.&","the Summary Compensation Table was $27,289,513.&#9632;The ratio of Mr. Umpleby&rsquo;s annual total compensation compared to the median of the annual total compensation of all employees was 371 to 1.A"
IBM,51143,INTERNATIONAL BUSINESS MACHINES CORP,1707728.0,55088,319,"nnual total compensation is 319:1. This ratio is based on annual total   compensation of $17,552,218 for the CEO (as reported in the Summary   Compensation Table) and $55,088 for the median employee. ",;    &nbsp;    &nbsp;    &nbsp;    &nbsp;    &nbsp;    &nbsp;       The   ratio of the CEO&#146;s annual total compensation to that of the median employee&#146;s   annual total compensation is 319:1. 
GS,886982,GOLDMAN SACHS GROUP INC,2047695.0,136513,151," that the Median Compensation Amount(calculated in accordance with SEC rules) for 2018 is $136,513. ","62,835, and theratio between this amount and the Median Compensation Amount is approximately 151:1. "
AXP,4962,AMERICAN EXPRESS CO,1702680.0,56756,306,"to median compensated employee pay ratio is 306:1, with the 2018 Total Compensation number for Mr. Squeri being $17,353,942 and the equivalent number for the identified median employee being $56,756. "," to median compensated employee pay ratio is 306:1, with the 2018 Total Compensation number for Mr. "
INTC,50863,INTEL CORP,1603500.0,106900,156," asinterim CEO), the 2018 annual total compensation of our median compensated employee is $106,900, ","ation as best reflecting annual compensation for service asinterim CEO), the 2018 annual total compensation of our median compensated employee is $106,900, and the ratio of these amounts is 156 to 1. "
INTU,896878,INTUIT INC,1729552.0,157232,114,"of this calculation. The fiscal 2019 annual total compensation for our median employee was $157,232 ",determined under Item&#160;402 of Regulation&#160;S-K. The ratio of our CEO&#8217;s annualized total compensation to our median employee&#8217;s annual total compensation for fiscal 2019 is 114 to 1. 
GILD,882095,"GILEAD SCIENCES, INC.",2459445.0,163963,158,"l compensation as determined under Item 402 of Regulation S-K for our median employee was $163,963. ","lation S-K for our median employee was $163,963. The ratio of Dr. Milligan&#8217;s annual total compensation to our median employee&#8217;s total annual compensation for fiscal year 2018 is 158 to 1. "
BA,12927,BOEING CO,2285838.0,126991,184," For 2018, the annual total compensation of our median employee (other than our CEO), was $126,991, ","7. Based on this information, we estimated that our CEO&#146;s 2018 total compensation was 184 times"
CI,1739940,Cigna Corp,1842254.0,63526,298,"             and our median        employee&#8217;s annual total compensation for 2018 was $63,526. ","               &#160;&#160;&#160;              and our median        employee&#8217;s annual total compensation for 2018 was $63,526. Accordingly, we estimated our CEO Pay Ratio for 2018 to be 298:1. "
BLK,1364742,BlackRock Inc.,2589947.0,136313,195,"total compensation our CEO:  For 2018, our last completed fiscal year: &nbsp;&#149;&nbsp; The median of the annual total compensation of all employees of our Company (other than our CEO) was $136,313;","ed in this Proxy Statement,was $26,543,344.  Based on this information, the ratio of our CEO&#146;s annual total compensation to the median of the annual total compensation ofall employees was 195:1. "
MDT,1613103,Medtronic plc,1780944.0,74206,240,"he Summary Compensation Table and the annual total compensation for our median employee was $74,206 ","ion Table. For the year ended April 26, 2019, the annual total compensationfor our CEO was 240 times"
ADP,8670,AUTOMATIC DATA PROCESSING INC,1896750.0,63225,301,"ary Compensation Table total of $19,000,187, and the 2019 total of our median associate of $63,225.T","sation of our CEO, Mr. Rodriguez, compared to the annual compensation of the median associate of our workforce (not including Mr. Rodriguez). For fiscal year 2019, an estimate of this ratio is 301:1, "
AMT,1053507,AMERICAN TOWER CORP /MA/,1419460.0,50695,282,"et, our CEO: For 2018, our last completed fiscal year:  &nbsp;&nbsp;&#149;&nbsp; the annual total compensation of the employee identified at the median of our Company (other than our CEO), was$50,695;","our CEO was $14,307,936. Based on this information, for 2018 the ratio of the annual total compensation of Mr.&nbsp;Taiclet, our CEO, to the median employee was estimated to be approximately 282to 1. "
ISRG,1035267,INTUITIVE SURGICAL INC,6378528.0,163552,39.3,"CEO for 2018&#160;$6,423,078Annual total compensation of the median employee for 2018&#160;$163,552R","23,078Annual total compensation of the median employee for 2018&#160;$163,552Ratio of annual total compensation of the CEO to the annual total compensation of the median employee for 2018&#160;39.3:1T"
AMAT,6951,APPLIED MATERIALS INC /DE,1367988.0,113999,123,"2018 annual total compensation of our median compensatedemployee (other than the CEO) was $113,999, ","r CEO, Mr.&nbsp;Dickerson, was $14,064,540, the fiscal 2018 annual total compensation of our median compensatedemployee (other than the CEO) was $113,999, and the ratio of these amounts was 123 to 1. "
TJX,109198,TJX COMPANIES INC /DE/,1874769.0,11791,1596,"70 as reported in the Summary Compensation Table above.&nbsp;In accordance with SECrules, the median of the annual total compensation of all employees (other than the CEO) was estimated to be $11,791 ","cordance with SECrules, the median of the annual total compensation of all employees (other than the CEO) was estimated to be $11,791 for fiscal 2019, which resulted in an estimated ratio of 1,596:1.&"
MDLZ,1103982,"Mondelez International, Inc.",1470672.0,30639,489,"that our Median Employee was a part-time hourly employee with annual total compensation of $30,639. ","ich reflects compensation received for the full calendar year. Therefore, the ratio of our CEO&#8217;s annual total compensation to the Median Employee&#8217;s annual total compensation was 489 to 1. "
CB,896159,Chubb Ltd,20331440.0,64340,316.4,"s $20,357,484, which was approximately 316.4 times the compensation of the median employee ($64,340)","imately 316.4 times the compensation of the median employee ($64,340) calculated inthe same manner. "
SYK,310764,STRYKER CORP,1376820.0,68841,202,"13,911,065.&#8226;The 2018 annual total compensation of our identified median employee was $68,841.&"," of our identified median employee was $68,841.&#8226;The ratio of the annual total compensation of our Chief Executive Officer to that of our identified median employee was estimated to be 202 to 1.A"
C,831001,CITIGROUP INC,2388768.0,49766,486," median annual total compensation of all employees of our company (other than the CEO) was $49,766, ",",749.(1)    &#9679;   Based on this information, for 2018, the ratio of the annual total compensation of our CEO to the median annual total compensation of all employees was estimated to be 486 to 1.C"
EL,1001250,ESTEE LAUDER COMPANIES INC,2120577.0,30733,697,"he median of the total compensation of our employees for fiscal 2019 other than our CEO was $30,733;",ur CEO to the median of the annual total compensation of all employeesresulted in a ratio of 697:1. 
MO,764180,"ALTRIA GROUP, INC.",1107108.0,123012,95,"ng non-cash benefits of our new CEO (Mr. Willard) was $11,746,165;   &#9632;   the annual total compensation including non-cash benefits of the median Altria employee (excluding our CEO) was $123,012;","cash benefits of the median Altria employee (excluding our CEO) was $123,012; and   &#9632;   the ratio of our CEO&#8217;s annual total compensation to that of the median Altria employee was 95 to 1.T"
GE,40545,GENERAL ELECTRIC CO,1978936.0,58204,345," CEO PAY TO MEDIAN EMPLOYEE PAY. Our median employee earned $58,204 in total compensation for 2018. "," compensation where practicable per SEC rules, we calculate Mr. Culp&#8217;s total annualized compensation as$20,086,327. Based upon this amount, our ratio of CEO to median employee pay was 345 to 1. "
ADI,6281,ANALOG DEVICES INC,1076420.0,53821,205,"ber 3, 2018), toconvert foreign currency to U.S. dollars.  For fiscal 2018, the annual total compensation of the median employee of Analog Devices(other than our Chief Executive Officer) was $53,821. ",". Based on this information, the ratio of the annual total compensation of our Chief Executive Officer to the median of the annual total compensation of all otheremployees was approximately 205 to 1. "
MMC,62709,"MARSH & MCLENNAN COMPANIES, INC.",,64238,," CEO (as disclosed in the 2018Summary Compensation Table in this proxy statement), as follows:  &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&#9679;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Median&nbsp;employee:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;$64,238&",
NOC,1133421,NORTHROP GRUMMAN CORP /DE/,,105191,," Compensation Table on page 53. The median employee&#8217;s annual total compensation was $105,191, ",
PLD,1045609,"Prologis, Inc.",2768832.0,115368,244,"t completed fiscal year:  &nbsp;&nbsp;&#9632;&nbsp; the annual total compensation of the employee identified at the median of our company as ofDecember&nbsp;31, 2018 (other than the CEO) was $115,368;"," Proxy Statement, was $28,201,400.  Based on this information, the ratio of the annual totalcompensation of our CEO to the median of the annual total compensation of all other employees was 244 to 1. "
SPGI,64040,S&P Global Inc.,1229948.0,26738,462,"r 2018, the median annual total compensation of all our employees (other than our CEO) was $26,738, ","                Based on this information, for 2018, the ratio of the annual total compensation of our CEO to the median annual total compensation of all other employees was estimated to be 462 to 1. "
PYPL,1633917,"PayPal Holdings, Inc.",3758400.0,69600,543,"nsistent with Item 402(u) of Regulation&nbsp;S-K. For 2018, our last completedfiscal year, the median of the annual total compensation of the Company&#146;s employees (other than our CEO) was $69,600 ","37,764,588. Based on this information, for 2018, we estimate that the pay ratio of the annual total compensation of our CEO to the median of the annual total compensation of our employees is 543to 1. "
BKNG,1075531,Booking Holdings Inc.,2037480.0,50937,402,"sation for 2018 was $20,459,184. The total compensation of our median employee in 2018 was $50,937. ","184. The total compensation of our median employee in 2018 was $50,937.  The ratio of Mr.&nbsp;Fogel&rsquo;s total 2018 compensation to the total 2018 compensation of our median employee is 402 to 1. "
AMD,2488,ADVANCED MICRO DEVICES INC,1294896.0,80931,165," &nbsp; CHIEF EXECUTIVE OFFICER PAY RATIO For 2018:  &nbsp;&nbsp;&#149;&nbsp; the annual total compensation for the median employee of the Company (other than our Chief Executive Officer) was $80,931;"," was$13,356,392(1).  Based on this information, for 2018 the ratio of the annualtotal compensation of our Chief Executive Officer to the annual total compensation of the median employee was 165 to 1. "
NOW,1373715,"ServiceNow, Inc.",1543024.0,192878,86,"sation of our CEO was $16,682,644. The total 2018 compensation of our median employee was $192,878. ","an employee pay ratio for 2018&#32;is 86:1. The total 2018 compensation of our CEO was $16,682,644. "
REGN,872589,"REGENERON PHARMACEUTICALS, INC.",2548185.0,134115,198,"atio of these two amounts.&nbsp;We have determined the total compensation of our median employee(based on the 2018 annual total compensation of our employees, excluding Dr. Schleifer) to be $134,115. ","le above, was $26,520,555. Accordingly, the ratio of the 2018 annualtotal compensation of Dr. Schleifer to the median of the 2018 annual total compensation of our employees was approximately 198to 1.&"
ENB,895728,ENBRIDGE INC,890728.0,111341,86," those two values:  &nbsp;&#149;&nbsp; The 2018 annual total compensation of the median employee of Enbridge (other than our President&nbsp;&amp; Chief ExecutiveOfficer, Mr.&nbsp;Monaco) was $111,341;","Mr.&nbsp;Monaco, was $9,530,194;and &#149;&nbsp; For 2018, the ratio of the annual total compensation of Mr.&nbsp;Monaco to the median annual total compensation of all ourother employees was 86 to 1. "
VRTX,875320,VERTEX PHARMACEUTICALS INC / MA,1857424.0,232178,81,"                      total annual compensation for Vertex&rsquo;s median employee equaled $232,178&",nbsp;The                                         ratio of our CEO total compensation for Dr. Leiden to our median employee&rsquo;s total                                         compensation was 81:1.D
DUK,1326160,Duke Energy CORP,1288452.0,117132,119,"e median of the 2018 annual total compensation of our employees, excluding our CEO, to be $117,132. "," The annual total compensation of our CEO was $13,982,960. The ratio of the annualtotal compensation of our CEO to the estimated median of the annual total compensation of our employees was 119 to 1. "
HCA,860730,"HCA Healthcare, Inc.",2127126.0,55977,383,"ficer at December 31, 2018. We determined that the median of the annual total compensation of all our employees who were employed as of December&nbsp;31, 2018, excludingMr.&nbsp;Johnson, was $55,977, ","5,977, Mr.&nbsp;Johnson&#146;s 2018 annual total compensation was $21,419,906, and the ratio of these amounts was 383:1.  Todetermine the annual total compensation of the &#147;median employee&#148;, "
