Ticker,CIK,Title,CEO,Median,Ratio,Median Source,Ratio Source
MCD,63908,MCDONALDS CORP,2175270.0,7017,3101,"exclude employees or make any adjustments to compensation. Using this methodology, 2017 total compensation for our median employee (a part-time restaurant crew employee located in Poland) was $7,017. ","ong-term, our CEO&#8217;s 2017 total compensation was $21,761,052, resulting in a ratio of 3,101:1. "
DHR,313616,DANAHER CORP /DE/,1422876.0,67756,218,"l total compensation of the median of all Danaher employees (other than Mr.&nbsp;Joyce) was $67,756;","bsp;Joyce) was $67,756; and  &nbsp;&#149;&nbsp;the ratio of the annual total compensation of Mr.&nbsp;Joyce to the annual total compensation of the median of all other Company employees was 218 to 1. "
ABT,1800,ABBOTT LABORATORIES,1891975.0,75679,251,"n for the median employee and CEO. Theannual total compensation of our median employee was $75,679, ","EO. Theannual total compensation of our median employee was $75,679, resulting in a ratio of 251:1. "
TMUS,1283699,"T-Mobile US, Inc.",2341038.0,55739,424,"compensation of Mr.&nbsp;Legere, our Chief Executive Officer. We have calculated the median of our employees&#146; 2017 total annual compensation (excluding our Chief ExecutiveOfficer) to be $55,739. ","34. As aresult, the estimated ratio of the total compensation of Mr.&nbsp;Legere to the median of the annual total compensation of our employees (other than the Chief Executive Officer) was 424 to 1. "
NKE,320187,"NIKE, Inc.",923335.0,24955,379,"ployee in the United States;&#8226;The annual total compensation of the median employee was $24,955;","pensation of our CEO, Mr. Parker, was $9,467,460; and&#8226;The estimated ratio of the annual total compensation of our CEO to the median annual total compensation of all NIKE employees was 379 to 1.T"
ACN,1467373,Accenture plc,2211330.0,40206,555,"ing adjustment, our median employee was located in India, withannual total compensation of $40,206. ","median employee was located in India, withannual total compensation of $40,206. Comparing this to the annual total compensation of our chief executive officer of $22,299,174, our pay ratio was 555:1. "
NEE,753308,NEXTERA ENERGY INC,1820325.0,121355,155,"annual compensation was 155to 1. The median employee&#146;s annual total compensation was $121,355. ","2017, NextEra Energy&#146;s last completed fiscal year, the ratio of the total compensation of Mr.&nbsp;Robo, the PEO, to NextEra Energy&#146;s median employee&#146;s annual compensation was 155to 1. "
WFC,72971,WELLS FARGO & COMPANY/MN,,,30,,"ates in 2015, up from 30 times in 1978.&#148; (&#147;CEO-Worker PayRatio Generates Outrage&#151;And Some Insight&#148; by Stephen Wilmot, July&nbsp;6, 2017) Furthermore, &#147;Summary compensation tables massively understate what executives earn and don&#146;t tell investors what they need to know.&"
BMY,14272,BRISTOL MYERS SQUIBB CO,1764480.0,110280,169,"ied for all employees. We estimate that the median employee's 2017 total compensation was $110,280, ","8,687,123, which was 169 times that of the median of theannual total compensation of all employees. "
CMCSA,1166691,COMCAST CORP,3195270.0,71006,458,"ow ($32,536,737), by $71,006, which represents the annual totalcompensation of our median employee. ","ed company. We believe putting into context how our median employee was identified highlights why that employee&#146;s compensation and the resulting pay ratio should not be compared acrosscompanies on an &#147;apples-to-apples&#148; basis.  We have estimatedthat our pay ratio for 2017 is 458 to 1, "
ADBE,796343,ADOBE INC.,,,,Refer to original file,Refer to original file
TXN,97476,TEXAS INSTRUMENTS INC,1657971.0,78951,210,";&nbsp;&nbsp;&nbsp;2018&nbsp;PROXY&nbsp;STATEMENT&nbsp;Table of Contents Pay Ratio For 2017, the median of annual total compensation of all employees of our company (other than our CEO), was $78,951. ","of our CEO was$16,573,019. Based on this information, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was approximately 210 to 1. "
PM,1413329,Philip Morris International Inc.,613440.0,19170,325,"justment, our median employee&#146;s total 2017 compensation would have been approximately $19,170. ","djusted compensation to the total compensation of our CEO in 2017, our adjusted pay ratio is 325:1. "
MS,895421,MORGAN STANLEY,,,,Refer to original file,Refer to original file
VZ,732712,VERIZON COMMUNICATIONS INC,1772722.0,126623,142,"etermined that Mr.&nbsp;McAdam&#146;s 2017 annual total compensation was $17,947,316, the median of the 2017 annual total compensation of all ofour employees (excluding Mr.&nbsp;McAdam) was $126,623, ","nual total compensation was $17,947,316, the median of the 2017 annual total compensation of all ofour employees (excluding Mr.&nbsp;McAdam) was $126,623, and the ratio of these amounts was 142 to 1. "
UPS,1090727,UNITED PARCEL SERVICE INC,1442961.0,53443,274," &nbsp;            Executive Compensation&nbsp;The 2017 annual total compensation of themedian compensated of all our employees who were employed as of October 1, 2017, other than our CEO was $53,443;","f all our employees who were employed as of October 1, 2017, other than our CEO was $53,443; our CEO&rsquo;s2017 annual total compensation was $14,619,684, and the ratio of these amounts was 274-to-1*"
TSLA,1318605,"Tesla, Inc.",49334.4,54816,0.91,"221; was $49,920, and the median 2017 annual total compensation of all other employees was $54,816. ","mmary Compensation Table,&#8221; was $49,920, and the median 2017 annual total compensation of all other employees was $54,816. Consequently, the applicable ratio of such amounts for 2017 was 0.91:1.O"
AMGN,318154,AMGEN INC,1595160.0,132930,127,"e then determined the annual total compensation of our median employee for 2017 which was $132,930.A",e ratio of the annual total compensation of our CEO to that of the medianstaff member was 127 to 1. 
SCHW,316709,SCHWAB CHARLES CORP,1374128.0,98152,146,"cordance with the rules for the Summary Compensation Table as follows:  &nbsp;&#183;&nbsp; the median of the annual total compensation of all employees of the company (other than the CEO) was $98,152;","Summary Compensation Table, was $14,348,737; and &nbsp;&#183;&nbsp; the ratio of the annual total compensation of the CEO to the median of the annual total compensation of all employees was 146 to 1. "
RTX,101829,RAYTHEON TECHNOLOGIES CORP,1665959.0,72433,235,"h as company contributionsto healthcare and retirement plans.&nbsp;ResultsThe 2017 total annual compensation value for Mr. Hayes was $17,027,493and for UTC&rsquo;s global median employee was $72,433, ","althcare and retirement plans.&nbsp;ResultsThe 2017 total annual compensation value for Mr. Hayes was $17,027,493and for UTC&rsquo;s global median employee was $72,433, resulting in a ratio of 235:1.&"
COP,1163165,CONOCOPHILLIPS,2066259.0,158943,138,"r than the CEO, as represented by the annual total compensation of a median employee, was $158,943. ","ology and the resulting CEO Pay Ratio.The ratio of pay of the CEO compared to that of the median employee was approximately 138 to 1 in 2017. The annual total compensation of the CEO was $21,864,670. "
HON,773840,HONEYWELL INTERNATIONAL INC,1659768.0,50296,333," compensation of the employee identified at median of our company (other than our CEO), was $50,296;","rmation, for 2017, the ratio of the annualtotal compensation of Mr. Adamczyk, our Chief Executive Officer, to the median of the annual total compensation of all employeeswas estimated to be 333 to 1.&"
LOW,60667,LOWES COMPANIES INC,1099630.0,23905,469,"s our median employee (excluding Mr.&nbsp;Niblock) was $23,905.The annual total compensation of Mr.&","was $11,208,658. Based on this information, for fiscal 2017, the ratio of the annual total compensation of Mr.&nbsp;Niblock to the median of the annual total compensation of all employees is 469 to1. "
UNP,100885,UNION PACIFIC CORP,1327904.0,82994,166,"rice on the grant date.81TABLE OF CONTENTSPay Ratio DisclosurePay Ratio DisclosureThe median 2017 annual total compensation of all our employees who were employed as of December 31, 2017 was $82,994. "," as of December 31, 2017 was $82,994. The 2017 annual total compensation of Lance M. Fritz, our Chief Executive Officer (CEO), was $13,764,237. The resulting CEO pay ratio of these amounts was 166:1. "
LMT,936468,LOCKHEED MARTIN CORP,2218158.0,123231,186,"scal year 2017 was $22,866,843. The total annual compensation for the median employee was $123,231, ",rporation&#8217;s median employee for fiscal year 2017 is 186 to one.Equity Compensation Plan InformationThe following table provides information about the Corporation&#8217;s equity compensation plans that authorize the issuance of shares of Lockheed Martin common stock to employees and directors. 
DE,315189,DEERE & CO,,,,Refer to original file,Refer to original file
T,732717,AT&T INC.,2823732.0,78437,366,"; &nbsp;244,248&nbsp; &nbsp;&nbsp;&nbsp; The total compensation of our median employee, using the same methodology we use for Mr. Stephenson&#146;s Summary Compensation Tablecompensation, is $78,437. ",tection Act includes a mandate that public companies disclose the ratio of the compensation of their CEO to their medianemployee.&nbsp;Our CEO-median employee pay ratio calculation for 2017 is 366:1.&
NFLX,1065280,NETFLIX INC,2382952.0,183304,133,"l compensation as determined under Item 402 of Regulation S-K for the median employee was $183,304. ",". Basedon the foregoing, the Company&#146;s estimate of the ratio of the CEO&#146;s annual total compensation to the median employee&#146;s annual total compensation for fiscal year 2017 is 133 to 1. "
CRM,1108524,"Salesforce, Inc.",465852.0,155284,30,"O &nbsp; The fiscal 2018 total compensation of the median employee, based on compensation of all employees who were employed as ofNovember&nbsp;1, 2017, other than our CEO Marc Benioff, was $155,284. ","an our CEO Marc Benioff, was $155,284. Mr.&nbsp;Benioff&#146;s fiscal 2018 annual total compensation was $4,653,362. The ratio of these amounts (our &#147;Pay Ratio&#148;) in fiscal 2018 was 1-to-30. "
CVS,64803,CVS HEALTH Corp,1227904.0,38372,320,"ed to be a full-time, hourly employee. The annual compensation for our median employee was $38,372, ",ratio of Mr. Merlo&#8217;s annual compensation to that of our median employee for 2017 is 320-to-1.G
CAT,18230,CATERPILLAR INC,1381170.0,65770,213,"median annual total compensation of all Caterpillar employees, other than Mr. Umpleby, was $65,770. ","ry Compensation Table was $14,035,209.   &#9679;      The ratio of Mr. Umpleby&#8217;s annual total compensation compared to the median of the annual total compensation of all employees was 213 to 1.W"
IBM,51143,INTERNATIONAL BUSINESS MACHINES CORP,1852694.0,54491,341," the median employee&#146;s annual total compensation is 341:1. This ratio is based on annual total compensation of $18,595,350 for the CEO (as reported in the Summary Compensation Table) and $54,491 ",le Narrative for details on these types of rewards.&nbsp;Pay Ratio&nbsp;The ratio of the CEO&#146;s annual total compensation to that of the median employee&#146;s annual total compensation is 341:1. 
GS,886982,GOLDMAN SACHS GROUP INC,2162640.0,135165,163,"that the Median Compensation Amount (calculated in accordance with SEC rules) for 2017 is $135,165. ","5,266, and the ratio between this amount and the Median Compensation Amount is approximately 163:1. "
AXP,4962,AMERICAN EXPRESS CO,1819936.0,56873,327,"dian compensated employee pay ratio is 327:1, with the Summary Compensation Table number for Mr. Chenault being $18,611,373 and the equivalent number for the identified median employee being $56,873.T"," median compensated employee pay ratio is 327:1, with the Summary Compensation Table number for Mr. "
INTC,50863,INTEL CORP,2144100.0,102100,211," is $21,544,700, the 2017 annual total compensation of our median compensated employee is $102,100, ","17 annual total compensation of our CEO Mr.&nbsp;Krzanich is $21,544,700, the 2017 annual total compensation of our median compensated employee is $102,100, and the ratio of these amounts is211 to 1. "
INTU,896878,INTUIT INC,2060576.0,147184,143,"ted in the Summary Compensation Table of this proxy statement. The fiscal 2018 annual total compensation as determined under Item&#160;402 of Regulation&#160;S-K for our median employee was $147,184. ","lation&#160;S-K for our median employee was $147,184. The ratio of our CEO&#8217;s annual total compensation to our median employee&#8217;s annual total compensation for fiscal year 2018 is 143 to 1. "
GILD,882095,"GILEAD SCIENCES, INC.",1485063.0,165007,94,"l compensation as determined under Item 402 of Regulation S-K for our median employee was $165,007. ","f Regulation S-K for our median employee was $165,007. The ratio of our CEO&#8217;s annual total compensation to our median employee&#8217;s total annual compensation for fiscal year 2017 is 94 to 1. "
BA,12927,BOEING CO,1779264.0,111204,166,". For 2017, the annual total compensation of our median employee (other than our CEO), was $111,204 ","8,450,416. Based onthis information, for 2017 our CEO&#146;s annual total compensation was 166 times"
BLK,1364742,BlackRock Inc.,2697753.0,141987,195," total compensation our CEO: For 2017, our last completed fiscal year:  &nbsp;&#149;&nbsp;The median of the annual total compensation of all employees of our Company (other than our CEO) was $141,987;","d in this Proxy Statement, was $27,743,233. Based on this information, the ratio of our CEO&#146;s annual total compensation to the median of the annual total compensation of all employees was 195:1. "
MDT,1613103,Medtronic plc,1694939.0,73693,239,"the Summary Compensation Table and the annual total compensation for our medianemployee was $73,693 ","ion Table. For the yearended April 27, 2018, the annual total compensation for our CEO was 239 times"
ADP,8670,AUTOMATIC DATA PROCESSING INC,,,211,,"sation of our CEO, Mr. Rodriguez, compared to the annual compensation of the median associate of our workforce (not including Mr. Rodriguez). For fiscal year 2018, an estimate of this ratio is 211:1, "
AMT,1053507,AMERICAN TOWER CORP /MA/,1309984.0,50384,260,"r., our CEO:  For 2017, our last completed fiscal year: &nbsp;&nbsp;&#149;&nbsp;the annual total compensation of the employee identified at the median of our Company (other than our CEO), was $50,384;","bsp; Based on this information, for 2017 the ratio of the annual total compensation of Mr.&nbsp;Taiclet, our Chief ExecutiveOfficer, to the median employee was estimated to be approximately 260 to 1. "
ISRG,1035267,INTUITIVE SURGICAL INC,5039712.0,157491,32.1,"an after-tax basis.Pay RatioAnnual total compensation of the median employee for 2017&#160;$157,491A","r 2017&#160;$157,491Annual total compensation of the CEO for 2017&#160;$5,060,220Ratio of annual total compensation of the median employee to the annual total compensation of CEO for 2017&#160;1:32.1T"
TJX,109198,TJX COMPANIES INC /DE/,1686450.0,11243,1501," as reflected in the Summary Compensation Table above.&nbsp;In accordance with SEC rules, the median of the annual total compensation of all employees (other than the CEO) was estimated to be $11,243 ","cordance with SEC rules, the median of the annual total compensation of all employees (other than the CEO) was estimated to be $11,243 for fiscal 2018, whichresulted in an estimated ratio of 1,501:1.&"
MDLZ,1103982,"Mondelez International, Inc.",1715720.0,42893,403,"termined that our Median Employee was an hourly employee with annual total compensation of $42,893. ","eflects CEO compensation she received for the full calendar year. Therefore, the ratio of our CEO&#146;sannual total compensation to the Median Employee&#146;s annual total compensation was 403 to 1. "
CB,896159,Chubb Ltd,19089119.0,63419,301.4,"s $19,116,401, which was approximately 301.4 times the compensation of the median employee ($63,419)","imately 301.4 times the compensation of the median employee ($63,419)calculated in the same manner. "
SYK,310764,STRYKER CORP,1338020.0,66901,209,"14,005,086.&#8226;The 2017 annual total compensation of our identified median employee was $66,901.&"," of our identified median employee was $66,901.&#8226;The ratio of the annual total compensation of our Chief Executive Officer to that of our identified median employee was estimated to be 209 to 1.T"
C,831001,CITIGROUP INC,1736964.0,48249,369,"e median annual total compensation of all employeesof our company (other than the CEO) was $48,249, ","4,131.(1)   &#9679;   Based on this information, for 2017, the ratio of the annual total compensation of our CEO to the median annual total compensation of all employees was estimated to be 369 to 1.C"
EL,1001250,ESTEE LAUDER COMPANIES INC,4874805.0,28845,1690,"he median of the total compensation of our employees for fiscal 2018 other than our CEO was $28,845;"," CEO to the median of the annual total compensation of all employeesresulted in a ratio of 1,690:1. "
MO,764180,"ALTRIA GROUP, INC.",1515393.0,137763,114," including non-cash benefits of our CEO was $15,719,769;&nbsp;   &#9679;       the annual total compensation including non-cash benefits of the median Altria employee (excluding our CEO) was $137,763;","ts of the median Altria employee (excluding our CEO) was $137,763; and&nbsp;   &#9679;       the ratio of our CEO&#8217;s annual total compensation to that of the median Altria employee was 114 to 1.T"
GE,40545,GENERAL ELECTRIC CO,858165.0,57211,157," CEO PAY TO MEDIAN EMPLOYEE PAY. Our median employee earned $57,211 in total compensation for 2017. ","in the Summary Compensation Table on page 37, our ratio of CEO to median employee pay was 157 to 1. "
MMC,62709,"MARSH & MCLENNAN COMPANIES, INC.",,61318,,"46;s median employee (excluding the CEO) and the CEO (as disclosed in the 2017Summary Compensation Table in this proxy statement), as follows:  &nbsp;&nbsp;&#9679;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Median&nbsp;employee:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;$61,318&",
NOC,1133421,NORTHROP GRUMMAN CORP /DE/,1833696.0,101872,185,"y Compensation Table on page 49. The median employee&#146;s annual total compensation was $101,872, ","column of the Summary Compensation Table. Based on this information, for 2017 the ratio of the annual total compensation of the CEO tothe annual total compensation of the median employee was 185 : 1. "
PLD,1045609,"Prologis, Inc.",1898300.0,94915,204,"ast completed fiscal year:  &nbsp;&nbsp;&#190;&nbsp;the annual total compensation of the employee identified at the median of our company as of December&nbsp;31, 2017 (other than the CEO) was $94,915;","s Proxy Statement, was $19,352,127. Based on this information, the ratio of the annual total compensation of our CEO to the median of the annual total compensation ofall other employees was 204 to 1. "
SPGI,64040,S&P Global Inc.,1062702.0,24714,434,"For 2017, the median annual total compensation of all our employees other than our CEO was $24,714, ","information, for 2017 the ratio of the CEO&#146;s compensation to the median employee was 434 to 1. "
PYPL,1633917,"PayPal Holdings, Inc.",1896156.0,70228,274,"e to the pay ratio reported by other companies.  For2017, our last completed fiscal year, the median of the annual total compensation of the Company&#146;s employees (other than our CEO) was $70,228, "," $19,218,634.  Based on this information, for 2017, we estimate that the pay ratioof the annual total compensation of our CEO to the median of the annual total compensation of our employees is 274:1. "
BKNG,1075531,Booking Holdings Inc.,2039620.0,46355,448,".Basedon the methodology described above, the total compensation of our median employee was $46,355 ","7 compensation, the ratio of his total 2017 compensationto that of our median employee is 448 to 1.T"
AMD,2488,ADVANCED MICRO DEVICES INC,1078908.0,89909,121,"; &nbsp; CHIEF EXECUTIVE OFFICER PAY RATIO For 2017:  &nbsp;&nbsp;&#149;&nbsp;the annual total compensation for the median employee of the Company (other than our Chief Executive Officer) was $89,909;"," was $10,894,821(1). Based on this information, for 2017 the ratio of the annual total compensation of our Chief Executive Officer to the annual total compensation of themedian employee was 121 to 1. "
NOW,1373715,"ServiceNow, Inc.",4501225.0,180049,250,"-K and as further described below. The total 2017 compensation of our median employee was $180,049. "," employee pay ratio for 2017&#32;is 250:1 on an annualized basis, as adjusted pursuant to Item 402(u) of Regulation S-K. The total 2017 compensation of our CEO was $45,062,616 on an annualized basis, "
REGN,872589,"REGENERON PHARMACEUTICALS, INC.",2591778.0,123418,215,";&nbsp;&nbsp;&nbsp;&nbsp; We have determined the total compensation of our median employee (based on the 2017 annual total compensation of our employees, excluding Dr.&nbsp;Schleifer) to be $123,418. ","ve, was $26,508,058. Accordingly, the ratio of the 2017 annual total compensation of Dr.&nbsp;Schleifer to the median of the 2017 annual total compensation of our employees wasapproximately 215 to 1.&"
ENB,895728,ENBRIDGE INC,365721.0,121907,30," those two values:  &nbsp;&#149;&nbsp;The 2017 annual total compensation of the median employee of Enbridge (other than our President&nbsp;&amp; Chief Executive Officer, Mr.&nbsp;Monaco) was $121,907;","xecutive compensation tables and other compensation disclosure&nbsp;&nbsp;&nbsp;89&nbsp; CEO pay ratio&nbsp;&nbsp;&nbsp;107&nbsp; Appendix A &#150; Terms of Reference for the Board of Directors&nbsp;&nbsp;&nbsp;108&nbsp;Appendix B &#150; Non-GAAP reconciliations&nbsp;&nbsp;&nbsp;110&nbsp;Table of Contents   &nbsp; Letter to Shareholders&nbsp; Dear Shareholder, &nbsp;It is our pleasure to invite you to attend the Enbridge Inc. annual meetingof shareholders.&nbsp; The meeting will be held at 1:30 "
VRTX,875320,VERTEX PHARMACEUTICALS INC / MA,1692088.0,211511,81," &nbsp;    &nbsp;        The total compensation for Vertex&rsquo;s median employee equaled $211,511&",lecting the level of responsibility of the employees.&nbsp;In 2017:&nbsp;        The ratio of our CEO total compensation for Dr.&nbsp;Leiden to our median employee&rsquo;s total compensation was 81:1 
HCA,860730,"HCA Healthcare, Inc.",1715974.0,55354,312,"cutive Officer.  &nbsp; 63  We determined that the median of the annual total compensation of all our employees who wereemployed as of December&nbsp;31, 2017, excluding Mr.&nbsp;Johnson, was $55,354, ","5,354, Mr.&nbsp;Johnson&#146;s 2017 annual total compensation was $17,268,724, and the ratio of these amounts was 312:1. To determine the annual total compensation of the &#147;median employee&#148;, "
PGR,80661,PROGRESSIVE CORP/OH/,887952.0,68304,136,"ion.&#8221; For 2017:&#8226;Our median employee&#8217;s total annual compensation&#160;was $68,304, "," of $91,936; and &#8226;The ratio of our CEO compensation to median employee compensation was 136:1 "
EOG,821189,EOG RESOURCES INC,1022112.0,146016,72,"lans; and &nbsp;&nbsp;&#149;&nbsp;the annual total compensation of our Median Employee was $146,016 ", for 2017 the ratio of the annual total compensation of our CEO to the Median Employee was 72 to 1. 
SO,92122,SOUTHERN CO,946000.0,86000,114,"38,000. The median employee&#8217;s annual total compensation is comprised of approximately $86,000 ","017 pay ratio of 114 to 1. This ratio is a reasonable estimate calculated in a manner consistent with SEC rules based on our payroll and employment records as of December 31, 2017 and the methodology described below.The Southern Company system has over 31,000 employees across 34 states. We determined our median employee based on an analysis of all employees as of December 31, 2017. We used total cash compensation as reported in Form W-2 for 2017 as our consistently applied compensation measure. "
BDX,10795,BECTON DICKINSON & CO,1455894.0,44118,339,"18, the median annual total compensation of all our employees (other than Mr. Forlenza) was $44,118 ","3,481.  Based on the foregoing, our estimate of the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all our other worldwide employees was 339 to 1. "
CSX,277948,CSX CORP,197394.0,98697,27," total annual compensation of the Company&#8217;s median employee, other than the CEO, was $98,697. ","of the CEO was $2,647,933.   &#9679;   Based on this information, the ratio for 2017 of the total annual compensation of Mr. Foote to the total annual compensation of the median employee was 27 to 1.T"
