Ticker,CIK,Title,CEO,Median,Ratio,Median Source,Ratio Source
NKE,320187,"NIKE, Inc.",3283007.0,36077,913,"e in the United States&#59; &#8226;The annual total compensation of the median employee was $36,077&","our CEO, Mr. Donahoe, was $32,920,708&#59; and &#8226;The estimated ratio of the annual total compensation of our CEO to the median annual total compensation of all other NIKE employees was 913 to 1.T"
ACN,1467373,Accenture plc,2292190.0,48770,473,"ied median employee is located in India, with annual total compensation for fiscal 2021 of $48,770. ","nual totalcompensation of our chair and chief executive officer of $23,085,391, our pay ratio was 473:1. Without the cost-of-living adjustment, the identified median employee isalso located in India, "
NEE,753308,NEXTERA ENERGY INC,2293623.0,134919,176,"nnual compensation was 176 to 1. The median employee&#146;s annual total compensation was $134,919. ","2020, NextEra Energy&#146;s last completed fiscal year, the ratio of the totalcompensation of Mr.&nbsp;Robo, the PEO, to NextEra Energy&#146;s median employee&#146;s annual compensation was 176 to 1. "
WFC,72971,WELLS FARGO & COMPANY/MN,2009232.0,74416,274,"mated annual total compensation of the median Wells Fargo employee (other thanour CEO) was $74,416. ","er thanour CEO) was $74,416. We estimate that our CEO&#146;s total annual compensation was 274 times"
DIS,1744489,Walt Disney Co,1481117.0,51073,293," over nine years. For fiscal 2020, the median employee&#146;s totalannual compensation was $51,073. ","t), was$14,958,493. Since Mr.&nbsp;Chapek became CEO beginning February&nbsp;24, 2020, we have annualized his salary and other compensation and included reported values for equity grants and change in pension value, as they are reflective of annualcompensation. The ratio of these amounts was 293:1. "
BMY,14272,BRISTOL MYERS SQUIBB CO,1911039.0,147003,137," employees. We estimate that the median employee&#8217;s 2020 total compensation, as determined in the same manner as &#8220;Total Compensation&#8221; in The Summary Compensation Table, was $147,003. ","50,902, which was 137:1 times that of the median of the annual total compensation of all employees. "
CMCSA,1166691,COMCAST CORP,3275828.0,86206,380,"w ($32,727,220), by $86,206, which represents the annual total compensation of our median employee. ","ting into context how our median employee was identified highlights why that employee&rsquo;scompensation and the resulting pay ratio, and year-over-year changes thereto, should not be compared on an &ldquo;apples-to-apples&rdquo;basis.&nbsp;We have estimated that our pay ratio for 2020is 380 to 1, "
ADBE,796343,ADOBE INC.,4463564.0,153916,298," was $45,889,954 and the annual total compensation of our median compensated employee was $153,916, ",",889,954 and the annual total compensation of our median compensated employee was $153,916, based on the methodology presented in the Summary Compensation Table. This resulted in a ratio of 298 to 1. "
TXN,97476,TEXAS INSTRUMENTS INC,1852550.0,74102,258,"by the number of shares under such options as of December&nbsp;31, 2020. Pay ratio  For 2020, themedian of annual total compensation of all employees of our company (other than our CEO), was $74,102. ","of our CEO was $19,081,790. Based on this information, the ratio of the annual total compensation of our CEO to themedian of the annual total compensation of all employees was approximately 258 to 1. "
PM,1413329,Philip Morris International Inc.,630245.0,18007,355,"djustment, our median employee&#146;s total 2020 compensation wouldhave been approximately $18,007. ","djusted compensation to the total compensation of our CEO in 2020, our adjusted pay ratio is 355:1.("
MS,895421,MORGAN STANLEY,,,,Refer to original file,Refer to original file
VZ,732712,VERIZON COMMUNICATIONS INC,1347038.0,122458,112,"l total compensation, the median employee&#146;s annual total compensation would have been $122,458 "," of Mr.&nbsp;Vestberg was $19,115,084, the median of the 2020 annual total compensation of all of our employees (excludingMr.&nbsp;Vestberg) was $170,288, and the ratio of these amounts was 112 to 1. "
UPS,1090727,UNITED PARCEL SERVICE INC,1416128.0,44254,323,"ian employee.&nbsp;The 2020 annual total compensation of themedian compensated employee was $44,254;","&nbsp;The 2020 annual total compensation of themedian compensated employee was $44,254; our CEO&rsquo;s 2020 annualized total compensation was $14,276,035, and the ratio of theseamounts was 323-to-one"
TSLA,1318605,"Tesla, Inc.",,46150,,"212;Summary Compensation Table,&#8221; was $0, and the median 2020 annual total compensation of all other qualifying employees, as determined pursuant to the methodology set forth below, was $46,150. ",
AMGN,318154,AMGEN INC,1987800.0,132520,152,"We then determined the annual totalcompensation of our median employee for 2020 which was $132,520. ",e ratio ofthe annual total compensation of our CEO to that of the median staff member was 152 to 1. 
SCHW,316709,SCHWAB CHARLES CORP,1597372.0,114098,140,"of the median employee, calculated in accordance with Summary Compensation Tablerules, was $114,098;","d in the Summary Compensation Table, was $15,959,193; and &nbsp;&#183;&nbsp; the ratio of the annual total compensation of the CEO to the annual total compensation of the median employee was140 to 1. "
RTX,101829,RAYTHEON TECHNOLOGIES CORP,2069366.0,108914,193,"pany contributions to healthcare and retirement plans.&nbsp;RESULTS&nbsp;The 2020 total annual compensation value for Mr. Hayes was $20,970,890and for RTX&rsquo;s global median employee was $108,914, ","e and retirement plans.&nbsp;RESULTS&nbsp;The 2020 total annual compensation value for Mr. Hayes was $20,970,890and for RTX&rsquo;s global median employee was $108,914, resulting in a ratio of 193:1.&"
COP,1163165,CONOCOPHILLIPS,2725644.0,160332,175,"er than the CEO, as represented by the annual total compensation of a medianemployee, was $160,332. ","and the resulting CEOpay ratio.&nbsp;The ratio of pay of the CEO compared to that of the median employeewas approximately 175 to one in 2020. The annual total compensation of the CEO was $28,072,298. "
HON,773840,HONEYWELL INTERNATIONAL INC,1868702.0,64438,296,"he annual total compensation of the median employee of our Company (other than our CEO) was $64,438;","d on this information, for 2020, the ratio of the annual total compensation of Mr.&nbsp;Adamczyk, our CEO, to the median of the annual totalcompensation of all employees was estimated to be 296 to 1. "
LOW,60667,LOWES COMPANIES INC,2308076.0,24554,940," Total Compensation for 2020 for our median-paid employee, excluding Mr.&nbsp;Ellison, was $24,554. ","nbsp;&nbsp;&#149;&nbsp; Based on this information, for fiscal 2020, the ratio of the Annual Total Compensation of Mr.&nbsp;Ellison to the AnnualTotal Compensation of our median employee was 940 to 1. "
UNP,100885,UNION PACIFIC CORP,1586448.0,99153,168,"     TABLE OF CONTENTS                  Pay Ratio Disclosure        The median 2020 annual total compensation of all our employees who were employed as of          December&#160;31, 2020 was $99,153.*"," December&#160;31, 2020 was $99,153.* The 2020 annual total compensation of Lance M. Fritz, our Chief Executive Officer (CEO), was $16,632,099. The resulting CEO pay ratio of these amounts was 168:1. "
LMT,936468,LOCKHEED MARTIN CORP,2390832.0,132824,185,"$24,518,639The total annual compensation for the median employee for fiscal year 2020 was $132,824, ","ion of its CEO, and the ratio of the CEO compensation to the employee median compensation. The ratio of CEO pay to the pay of the Corporation&#8217;s median employee for fiscal year 2020 is 185 to one"
DE,315189,DEERE & CO,1556346.0,70743,220,"mpensation Table. The annual total compensation of our median employee for fiscal 2020 was $70,743. ","ry Compensation Table was $15,588,384. Calculated in this manner, the ratio of the CEO&#8217;s total compensation to our median employee&#8217;s total compensation for fiscal 2020 was about 220 to 1. "
T,732717,AT&T INC.,1966778.0,89399,227,"e Officers&#151;Summary Compensation Table  The total compensation of our median employee, $89,399. ","e  The total compensation of our median employee, $89,399. The final pay ratiocalculation is 227:1. "
NFLX,1065280,NETFLIX INC,4171963.0,219577,197,"3,226,024 for Mr.&nbsp;Hastings and $39,318,251 for Mr.&nbsp;Sarandos. The 2020 annual total compensation as determined under Item&nbsp;402 ofRegulation&nbsp;S-K for our median employee was $219,577. ","on the foregoing, our estimate of the ratio of our Co-Chief Executive Officers&#146; annual totalcompensation to our median employee&#146;s annual total compensation for fiscal year 2020 is 197 to 1, "
QCOM,804328,QUALCOMM INC/DE,2592648.0,96024,270,"tatement, was $25,930,689;  &#149; the annual total compensation of our median employee was $96,024;"," total compensation of our median employee was $96,024; and &#149; the resulting ratio was 270 : 1. "
CRM,1108524,"Salesforce, Inc.",,154799,," PAY RATIO &nbsp; The fiscal 2021 total compensation of the median employee, based on the compensation of all employees who were employed asof November&nbsp;1, 2020, other than our CEO, was $154,799. ",
CVS,64803,CVS HEALTH Corp,2284356.0,55716,414,"ned tobe a full-time employee. The annual compensation for our median employee in 2020 was $55,716, ", ratio of Mr. Merlo&rsquo;s annual compensation to that ofour median employee for 2020 is 414-to-1.&
CAT,18230,CATERPILLAR INC,1345869.0,49847,274,"median annual total compensation of all Caterpillar employees, other than Mr. Umpleby, was $49,847.&","the Summary Compensation Table was $13,676,551.&#9632;The ratio of Mr. Umpleby&rsquo;s annual total compensation compared to the median of the annual total compensation of all employees was 274 to 1.A"
IBM,51143,INTERNATIONAL BUSINESS MACHINES CORP,1666034.0,49001,347,"of the median employee&#146;s annual total compensation is 347:1 This ratio is based on annual totalcompensation of $17,009,682 for the CEO (as reported in the Summary Compensation Table) and $49,001 ",p;&nbsp;2020 Grants of Plan-Based AwardsTableTable of Contents Pay Ratio The ratio of the CEO&#146;s annual total compensation to that of the median employee&#146;s annual total compensation is 347:1 
GS,886982,GOLDMAN SACHS GROUP INC,2370310.0,139430,172," that theMedian Compensation Amount (calculated in accordance with SEC rules) for 2020 is $139,430. ","40,657, and theratio between this amount and the Median Compensation Amount is approximately 172:1. "
AXP,4962,AMERICAN EXPRESS CO,2386332.0,61188,396," equivalent annual total compensation for the identified median compensated employee being $61,188. ",".59 &nbsp;&nbsp;&nbsp; &nbsp; 14,418,844  &nbsp; Pay Ratio  Our CEO to median compensated employee pay ratio is 396:1, with the 2020Summary Compensation Table annual total compensation amount for Mr. "
INTC,50863,INTEL CORP,2169300.0,103300,217,"n is $22,389,500, the 2020annual total compensation of our median compensated employee is $103,300, ","0 annual total compensation of our then-CEO Mr.&nbsp;Swan is $22,389,500, the 2020annual total compensation of our median compensated employee is $103,300, and the ratio of these amounts is 217 to 1. "
INTU,896878,INTUIT INC,2468788.0,176342,141,"this proxy statement. The fiscal 2021annual total compensation for our median employee was $176,342 ",etermined under Item&#160;402 of Regulation&#160;S-K. The ratio of our CEO&#8217;s annualized total compensation to our median employee&#8217;s annual total compensation for fiscal 2021 was 141 to 1. 
GILD,882095,"GILEAD SCIENCES, INC.",1751330.0,250190,76,"l compensation as determined under Item 402 of Regulation S-K for our median employee was $250,190. "," Regulation S-K for our median employee was $250,190. The ratio of Mr. O&#8217;Day&#8217;s total compensation to our median employee&#8217;s total annual compensation for fiscal year 2020 is 76 to 1. "
BA,12927,BOEING CO,2007000.0,133800,158,"pensation of our CEO.  For 2020, the annual total compensation of our median employee was $133,800, ","0. Based on this information, we estimated that our CEO&#146;s 2020 total compensation was 158 times"
CI,1739940,Cigna Corp,19924632.0,65520,304.17,"020 was $19,929,493 and our median employee&#8217;s annual total compensation for 2020 was $65,520. ","tal compensation for 2020 was $19,929,493 and our median employee&#8217;s annual total compensation for 2020 was $65,520. Accordingly, we estimated our CEO Pay Ratio for          2020 to be 304.17:1. "
BLK,1364742,BlackRock Inc.,2653506.0,147417,186,"al compensation of our CEO:  For 2020, our last completed fiscal year: &nbsp;&#149;&nbsp; The median of the annual total compensation of all employees of our Company (other than our CEO) was $147,417;","ed in this Proxy Statement,was $27,356,432.  Based on this information, the ratio of our CEO&#146;s annual total compensation to the median of the annual total compensation ofall employees was 186:1. "
MDT,1613103,Medtronic plc,1632480.0,81624,202,"the Summary Compensation Table and the annual total compensation for our medianemployee was $81,624 ","able. For the year ended April&nbsp;30, 2021 the annual total compensation for our CEO was 202 times"
ADP,8670,AUTOMATIC DATA PROCESSING INC,1689090.0,64965,261,"mary Compensation Table total of $16,985,259, and the 2021 total ofour median associate of $64,965.T","ensation of our CEO, Mr.Rodriguez, compared to the annual compensation of the median associate of our workforce (notincluding Mr. Rodriguez). For fiscal year 2021, an estimate of this ratio is 261:1, "
AMT,1053507,AMERICAN TOWER CORP /MA/,1448104.0,38108,386,"tlett, our CEO&#58;For 2020, our last completed fiscal year&#58;&#8226;the annual total compensation of the employee identified as the median employee of our Company (other than our CEO), was $38,108&"," of our CEO was $14,701,304.Based on this information, for 2020 the ratio of the annual total compensation of Mr. Bartlett, our CEO, to the median employee was estimated to be approximately 386 to 1.T"
ISRG,1035267,INTUITIVE SURGICAL INC,,140754,,"f the CEO for 2020$6,043,362&#160;Annual total compensation of the median employee for 2020$140,754&",
AMAT,6951,APPLIED MATERIALS INC /DE,1103934.0,84918,135," 2020 annual total compensation of our median compensatedemployee (other than the CEO) was $84,918, "," executive compensation program/policy does not consider any social and economic factors, such as the CEO payratio. &nbsp; In 2019, the CEO pay ratio to themedian compensated employee pay is 135 to 1 "
TJX,109198,TJX COMPANIES INC /DE/,,13135,,"41,737 as reported in the Summary Compensation Table above. In accordance with SEC rules, the median of the annual total compensation of all employees (other than the CEO) was estimated to be $13,135 ",
MDLZ,1103982,"Mondelez International, Inc.",1670598.0,30937,544,"termined that our Median Employee was an hourly employee with annual total compensation of $30,937. ","ich reflects compensation received for the full calendar year. Therefore, the ratio of our CEO&rsquo;s annual total compensation to the Median Employee&rsquo;s annual total compensation was 544 to 1.W"
CB,896159,Chubb Ltd,20293820.0,72220,281.5,"s $20,328,167, which was approximately 281.5 times the compensation of the median employee ($72,220)","mately 281.5 times the compensation of the median employee ($72,220) calculated in the same manner. "
SYK,310764,STRYKER CORP,1324512.0,73584,181,"13,317,032.&#8226;The 2020 annual total compensation of our identified median employee was $73,584.&"," of our identified median employee was $73,584.&#8226;The ratio of the annual total compensation of our Chief Executive Officer to that of our identified median employee was estimated to be 181 to 1.A"
C,831001,CITIGROUP INC,2298156.0,54718,420," median annual total compensation of all employees of our company (other than the CEO) was $54,718, ","3,609.(1)   &#9679;   Based on this information, for 2020, the ratio of the annual total compensation of our CEO to the median annual total compensation of all employees was estimated to be 420 to 1. "
EL,1001250,ESTEE LAUDER COMPANIES INC,6582856.0,33586,1965,"he median of the total compensation of our employees for fiscal 2021 other than our CEO was $33,586;","CEO to the median of the annual total compensation of all employees resulted in a ratio of 1,965:1. "
MO,764180,"ALTRIA GROUP, INC.",1103319.0,157617,78," CEO (Mr. Gifford)    was $12,262,071;    &nbsp;    &nbsp;    &#9632;     the annual total compensation, including non-cash benefits, of the median Altria employee    (excluding our CEO) was $157,617;","tria employee    (excluding our CEO) was $157,617; and     &nbsp;    &nbsp;    &#9632;     the ratio of our CEO&rsquo;s annual total compensation to that of the median Altria employee    was 78 to 1.&"
GE,40545,GENERAL ELECTRIC CO,7280280.0,53928,1357," CEO PAY TO MEDIAN EMPLOYEE PAY. Our median employee earned $53,928 in total compensation for 2020. ","l compensation for 2020, we calculated that our ratio of CEO to median employee pay was 1,357 to 1. "
ADI,6281,ANALOG DEVICES INC,,66008,,"nbsp; &nbsp; For fiscal 2020, the annual total compensationof the same median employee was $66,008. ",
MMC,62709,"MARSH & MCLENNAN COMPANIES, INC.",,67816,,"e CEO (as disclosed in the 2020Summary Compensation Table in this proxy statement), as follows:  &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&#149;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Median&nbsp;employee:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;$67,816&",
NOC,1133421,NORTHROP GRUMMAN CORP /DE/,,101601,," Compensation Table on page 58. The median employee&#8217;s annual total compensation was $101,601, ",
PLD,1045609,"Prologis, Inc.",3438336.0,104192,330,"ast completed fiscal year: &nbsp;&nbsp;&#183;&nbsp; the annual total compensation of the employee identified at the median of our company as ofDecember&nbsp;31, 2020 (other than the CEO) was $104,192;"," Statement, was $34,432,677. &nbsp; Based on this information, the ratio of the annual totalcompensation of our CEO to the median of the annual total compensation of all other employees was 330 to 1. "
SPGI,64040,S&P Global Inc.,1494116.0,25324,595,"r 2020, the median annual total compensation of all our employees (other than our CEO) was $25,324, ","                Based on this information, for 2020, the ratio of the annual total compensation of our CEO to the median annual total compensation of all other employees was estimated to be 595 to 1. "
BKNG,1075531,Booking Holdings Inc.,682008.0,56834,126,"ogel&rsquo;s total compensation, the total compensation of our median employee in 2020 was $56,834. ","pensation, the total compensation of our median employee in 2020 was $56,834. The ratio of Mr. Fogel&rsquo;s total 2020 compensation to the total 2020 compensation of our median employee is 126 to 1. "
AMD,2488,ADVANCED MICRO DEVICES INC,,,,,
NOW,1373715,"ServiceNow, Inc.",,208925,,"n of our CEO was $25,124,056.&#160;The total 2020 compensation of our median employee was $208,925. ",
MRNA,1682852,"Moderna, Inc.",1272912.0,159114,81,"r Item 402 of Regulation S-K. The 2020 annual total compensation as determined under Item 402 of Regulation S-K for our median employee, who is employed in our research associate track, was $159,114. ","is employed in our research associate track, was $159,114. The ratio of Mr. Bancel&rsquo;s total compensation to our median employee&rsquo;s total annual compensation for fiscal year 2020 is 81 to 1. "
REGN,872589,"REGENERON PHARMACEUTICALS, INC.",13486767.0,145019,933,"of these two amounts.&nbsp;We have determined the total compensation of our median employee(based on the 2020 annual total compensation of our employees, excluding Dr.&nbsp;Schleifer) to be $145,019. ","), was $135,350,121. Accordingly, the ratio of the 2020 annual total compensation of Dr.&nbsp;Schleiferto the median of the 2020 annual total compensation of our employees was approximately 933 to 1. "
VRTX,875320,VERTEX PHARMACEUTICALS INC / MA,1293054.0,215509,69,"n 2020, the total annual compensation for our median employee, other than the CEO, equaled$215,509.&",ratio of totalannual compensation for Dr. Kewalramani to that of our median employee would be 69:1.&
DUK,1326160,Duke Energy CORP,1383932.0,125812,116,"e median of the 2020 annual total compensation of our employees, excluding our CEO, to be $125,812. "," The annual total compensation of our CEO was $14,544,398. The ratio of the annualtotal compensation of our CEO to the estimated median of the annual total compensation of our employees was 116 to 1. "
HCA,860730,"HCA Healthcare, Inc.",3005805.0,54651,556,"ember&nbsp;31, 2020. The 2020 annual total compensation of the median compensated employee (of all our employees who were employed as of December&nbsp;31, 2020), other thanMr.&nbsp;Hazen, was $54,651;","$54,651; and the 2020 annual total compensation of Mr.&nbsp;Hazen was $30,397,771. The ratio of these amounts was 556:1.  Todetermine the annual total compensation of the &#147;median employee&#148;, "
PGR,80661,PROGRESSIVE CORP/OH/,,72368,,"ncentive Compensation.&#8221; For 2020, our median employee's total annual compensation was $72,368 ",
EOG,821189,EOG RESOURCES INC,644452.0,161113,49,"ns; and  &nbsp;&nbsp;&#149;&nbsp; the annual total compensation of our Median Employee was $161,113 ",", for 2020 the ratio ofthe annual total compensation of our CEO to the Median Employee was 49 to 1. "
SO,92122,SOUTHERN CO,1164800.0,89600,134,"22,763. The median employee&#8217;s annual total compensation is comprised of approximately $89,600 ","lculated the CEO pay ratio to be 134 to 1. This ratio is a reasonable estimate calculated in a manner consistent with SEC rules based on our payroll and employment records as of December 31, 2020 and the methodology described below.   &#9658;   The change in pension value as shown in the Summary Compensation Table is not due to any changes or modifications to the existing program or plan formula. "
BDX,10795,BECTON DICKINSON & CO,1392840.0,38690,367," 2021, the median annual total compensation of all our employees (other than Mr. Polen) was $38,690 ","s $14,189,333. Based on the foregoing, our estimate of the ratio of the annual total compensation of our CEO to the median annual total compensation of all our other worldwide employees was 367 to 1.I"
CSX,277948,CSX CORP,1498000.0,107000,143,"0, the last completed fiscal year:&nbsp;    &nbsp;    &#110;    The annual total compensation of the individual identified as the Company&rsquo;s    median employee, other than the CEO, was $107,000. ","15,314,179.    &nbsp;    &#110;    Based on this information, the ratio for 2020 of the annual total compensation of Mr. Foote    to the annual total compensation of the median employee was 143 to 1.&"
TGT,27419,TARGET CORP,1962800.0,24535,805,"at the fiscal 2020 total annual compensation for the median of all Target team members was $24,535. ","n team member is employed part-time. The resulting ratio of our CEO&rsquo;s total annual compensation to that of the median of all Target team members, excluding our CEO, for fiscal 2020 is 805 to 1. "
APD,2969,"Air Products & Chemicals, Inc.",1372260.0,68613,201,"the pay ratio disclosure.    &#9679;     The median employee annual total compensation was $68,613. ","$13,819,010.    &#9679;     Based on this information, the estimated ratio of annual total compensation of our CEO to the annual total compensation of our median employee in fiscal 2021 was 201 to 1.A"
MMM,66740,3M CO,2013270.0,67109,308," the 2020annual total compensation was $20,700,347 for our CEO and $67,109 for our median employee. ","ues and retirement plan contributions. As calculated in this manner, the ratio of our CEO&rsquo;stotal compensation to our median employee&rsquo;s total compensation for fiscal year 2020 is 308 to 1.&"
